,daysInStatus,devTeam,end,key,observationDate,sp,start,status,type
232,0.11,Team B,2020-05-06,KEY-1317,2020-05-18 15:23:26.721638,2.0,2020-05-06,Ready to Test,Task
233,4.87,Team B,2020-05-06,KEY-1317,2020-05-18 15:23:26.721638,2.0,2020-05-06,In Testing,Task
234,2.28,Team B,2020-05-06,KEY-1317,2020-05-18 15:23:26.721638,2.0,2020-05-06,Ready For Signoff,Task
235,0.0,Team B,2020-05-06,KEY-1317,2020-05-18 15:23:26.721638,2.0,2020-05-06,Done,Task
236,32.1,Team B,2020-05-06,KEY-1316,2020-05-18 15:23:26.721638,2.0,2020-05-06,Open,Task
237,12.84,Team B,2020-05-06,KEY-1316,2020-05-18 15:23:26.721638,2.0,2020-05-06,Awaiting clarification,Task
238,7.94,Team B,2020-05-06,KEY-1316,2020-05-18 15:23:26.721638,2.0,2020-05-06,In Development,Task
239,1.09,Team B,2020-05-06,KEY-1316,2020-05-18 15:23:26.721638,2.0,2020-05-06,Code Review,Task
240,0.14,Team B,2020-05-06,KEY-1316,2020-05-18 15:23:26.721638,2.0,2020-05-06,Merged,Task
241,0.8200000000000001,Team B,2020-05-06,KEY-1316,2020-05-18 15:23:26.721638,2.0,2020-05-06,Ready to Test,Task
242,4.0,Team B,2020-05-06,KEY-1316,2020-05-18 15:23:26.721638,2.0,2020-05-06,In Testing,Task
243,2.35,Team B,2020-05-06,KEY-1316,2020-05-18 15:23:26.721638,2.0,2020-05-06,Ready For Signoff,Task
244,0.0,Team B,2020-05-06,KEY-1316,2020-05-18 15:23:26.721638,2.0,2020-05-06,Done,Task
245,0.13,Team A,2020-03-05,KEY-1309,2020-05-18 15:23:26.721638,0.0,2020-03-05,Open,Ops Task
246,0.0,Team A,2020-03-05,KEY-1309,2020-05-18 15:23:26.721638,0.0,2020-03-05,Withdrawn,Ops Task
247,7.68,,2020-03-11,KEY-1308,2020-05-18 15:23:26.721638,,2020-03-11,Open,Story
248,0.0,,2020-03-11,KEY-1308,2020-05-18 15:23:26.721638,,2020-03-11,Withdrawn,Story
249,70.01,Team C,2020-05-11,KEY-1306,2020-05-18 15:23:26.721638,3.0,2020-05-11,Open,Story
250,0.0,Team C,2020-05-11,KEY-1306,2020-05-18 15:23:26.721638,3.0,2020-05-11,Withdrawn,Story
251,0.02,Team C,2020-03-06,KEY-1304,2020-05-18 15:23:26.721638,2.0,2020-03-06,Open,Task
252,0.94,Team C,2020-03-06,KEY-1304,2020-05-18 15:23:26.721638,2.0,2020-03-06,Ready for Development,Task
253,5.12,Team C,2020-03-06,KEY-1304,2020-05-18 15:23:26.721638,2.0,2020-03-06,In Development,Task
254,0.12,Team C,2020-03-06,KEY-1304,2020-05-18 15:23:26.721638,2.0,2020-03-06,Code Review,Task
255,0.0,Team C,2020-03-06,KEY-1304,2020-05-18 15:23:26.721638,2.0,2020-03-06,Ready to Test,Task
256,0.92,Team C,2020-03-06,KEY-1304,2020-05-18 15:23:26.721638,2.0,2020-03-06,In Testing,Task
257,0.85,Team C,2020-03-06,KEY-1304,2020-05-18 15:23:26.721638,2.0,2020-03-06,Ready For Signoff,Task
258,0.0,Team C,2020-03-06,KEY-1304,2020-05-18 15:23:26.721638,2.0,2020-03-06,Done,Task
259,22.17,Team A,2020-04-03,KEY-1302,2020-05-18 15:23:26.721638,3.0,2020-04-03,Open,Ops Task
260,0.03,Team A,2020-04-03,KEY-1302,2020-05-18 15:23:26.721638,3.0,2020-04-03,In Refinement,Ops Task
261,7.92,Team A,2020-04-03,KEY-1302,2020-05-18 15:23:26.721638,3.0,2020-04-03,Ready for Development,Ops Task
262,3.99,Team A,2020-04-03,KEY-1302,2020-05-18 15:23:26.721638,3.0,2020-04-03,In Development,Ops Task
263,0.15,Team A,2020-04-03,KEY-1302,2020-05-18 15:23:26.721638,3.0,2020-04-03,Code Review,Ops Task
264,2.95,Team A,2020-04-03,KEY-1302,2020-05-18 15:23:26.721638,3.0,2020-04-03,In Testing,Ops Task
265,0.0,Team A,2020-04-03,KEY-1302,2020-05-18 15:23:26.721638,3.0,2020-04-03,Ready For Signoff,Ops Task
266,0.0,Team A,2020-04-03,KEY-1302,2020-05-18 15:23:26.721638,3.0,2020-04-03,Done,Ops Task
267,16.2,Team B,2020-03-12,KEY-1300,2020-05-18 15:23:26.721638,1.0,2020-03-12,Open,Bug
268,0.8,Team B,2020-03-12,KEY-1300,2020-05-18 15:23:26.721638,1.0,2020-03-12,Code Review,Bug
269,0.07,Team B,2020-03-12,KEY-1300,2020-05-18 15:23:26.721638,1.0,2020-03-12,In Testing,Bug
270,0.0,Team B,2020-03-12,KEY-1300,2020-05-18 15:23:26.721638,1.0,2020-03-12,Done,Bug
271,4.18,Team B,2020-03-11,KEY-1299,2020-05-18 15:23:26.721638,2.0,2020-03-11,Open,Task
272,5.79,Team B,2020-03-11,KEY-1299,2020-05-18 15:23:26.721638,2.0,2020-03-11,Ready for Development,Task
273,9.04,Team B,2020-03-11,KEY-1299,2020-05-18 15:23:26.721638,2.0,2020-03-11,In Development,Task
274,0.02,Team B,2020-03-11,KEY-1299,2020-05-18 15:23:26.721638,2.0,2020-03-11,In Testing,Task
275,0.29,Team B,2020-03-11,KEY-1299,2020-05-18 15:23:26.721638,2.0,2020-03-11,Ready For Signoff,Task
276,0.0,Team B,2020-03-11,KEY-1299,2020-05-18 15:23:26.721638,2.0,2020-03-11,Done,Task
277,7.6,Team B,2020-03-11,KEY-1298,2020-05-18 15:23:26.721638,2.0,2020-03-11,Open,Story
278,1.11,Team B,2020-03-11,KEY-1298,2020-05-18 15:23:26.721638,2.0,2020-03-11,Awaiting clarification,Story
279,0.83,Team B,2020-03-11,KEY-1298,2020-05-18 15:23:26.721638,2.0,2020-03-11,In Refinement,Story
280,3.9,Team B,2020-03-11,KEY-1298,2020-05-18 15:23:26.721638,2.0,2020-03-11,Ready for Development,Story
281,2.34,Team B,2020-03-11,KEY-1298,2020-05-18 15:23:26.721638,2.0,2020-03-11,In Development,Story
282,1.19,Team B,2020-03-11,KEY-1298,2020-05-18 15:23:26.721638,2.0,2020-03-11,Code Review,Story
283,0.73,Team B,2020-03-11,KEY-1298,2020-05-18 15:23:26.721638,2.0,2020-03-11,Merged,Story
284,0.09,Team B,2020-03-11,KEY-1298,2020-05-18 15:23:26.721638,2.0,2020-03-11,Ready to Test,Story
285,1.08,Team B,2020-03-11,KEY-1298,2020-05-18 15:23:26.721638,2.0,2020-03-11,In Testing,Story
286,1.06,Team B,2020-03-11,KEY-1298,2020-05-18 15:23:26.721638,2.0,2020-03-11,Ready For Signoff,Story
287,0.0,Team B,2020-03-11,KEY-1298,2020-05-18 15:23:26.721638,2.0,2020-03-11,Done,Story
288,4.01,Team A,2020-03-05,KEY-1296,2020-05-18 15:23:26.721638,2.0,2020-03-05,Open,Ops Task
289,2.11,Team A,2020-03-05,KEY-1296,2020-05-18 15:23:26.721638,2.0,2020-03-05,In Refinement,Ops Task
290,1.79,Team A,2020-03-05,KEY-1296,2020-05-18 15:23:26.721638,2.0,2020-03-05,Ready for Development,Ops Task
291,4.28,Team A,2020-03-05,KEY-1296,2020-05-18 15:23:26.721638,2.0,2020-03-05,In Development,Ops Task
292,1.81,Team A,2020-03-05,KEY-1296,2020-05-18 15:23:26.721638,2.0,2020-03-05,Code Review,Ops Task
293,0.0,Team A,2020-03-05,KEY-1296,2020-05-18 15:23:26.721638,2.0,2020-03-05,Merged,Ops Task
294,0.0,Team A,2020-03-05,KEY-1296,2020-05-18 15:23:26.721638,2.0,2020-03-05,Done,Ops Task
295,15.73,Team C,2020-03-11,KEY-1290,2020-05-18 15:23:26.721638,3.0,2020-03-11,Open,Bug
296,3.94,Team C,2020-03-11,KEY-1290,2020-05-18 15:23:26.721638,3.0,2020-03-11,In Development,Bug
297,2.07,Team C,2020-03-11,KEY-1290,2020-05-18 15:23:26.721638,3.0,2020-03-11,Code Review,Bug
298,0.0,Team C,2020-03-11,KEY-1290,2020-05-18 15:23:26.721638,3.0,2020-03-11,Merged,Bug
299,0.07,Team C,2020-03-11,KEY-1290,2020-05-18 15:23:26.721638,3.0,2020-03-11,Ready to Test,Bug
300,0.15,Team C,2020-03-11,KEY-1290,2020-05-18 15:23:26.721638,3.0,2020-03-11,In Testing,Bug
301,0.01,Team C,2020-03-11,KEY-1290,2020-05-18 15:23:26.721638,3.0,2020-03-11,Ready For Signoff,Bug
302,0.0,Team C,2020-03-11,KEY-1290,2020-05-18 15:23:26.721638,3.0,2020-03-11,Done,Bug
303,53.7,Team C,2020-05-14,KEY-1286,2020-05-18 15:23:26.721638,2.0,2020-05-14,Open,Story
304,14.33,Team C,2020-05-14,KEY-1286,2020-05-18 15:23:26.721638,2.0,2020-05-14,In Refinement,Story
305,6.06,Team C,2020-05-14,KEY-1286,2020-05-18 15:23:26.721638,2.0,2020-05-14,In Analysis,Story
306,6.77,Team C,2020-05-14,KEY-1286,2020-05-18 15:23:26.721638,2.0,2020-05-14,Awaiting clarification,Story
307,6.78,Team C,2020-05-14,KEY-1286,2020-05-18 15:23:26.721638,2.0,2020-05-14,Ready for Development,Story
308,0.05,Team C,2020-05-14,KEY-1286,2020-05-18 15:23:26.721638,2.0,2020-05-14,In Development,Story
309,0.0,Team C,2020-05-14,KEY-1286,2020-05-18 15:23:26.721638,2.0,2020-05-14,Code Review,Story
310,0.07,Team C,2020-05-14,KEY-1286,2020-05-18 15:23:26.721638,2.0,2020-05-14,Merged,Story
311,0.04,Team C,2020-05-14,KEY-1286,2020-05-18 15:23:26.721638,2.0,2020-05-14,Ready to Test,Story
312,2.82,Team C,2020-05-14,KEY-1286,2020-05-18 15:23:26.721638,2.0,2020-05-14,In Testing,Story
313,0.17,Team C,2020-05-14,KEY-1286,2020-05-18 15:23:26.721638,2.0,2020-05-14,Ready For Signoff,Story
314,0.0,Team C,2020-05-14,KEY-1286,2020-05-18 15:23:26.721638,2.0,2020-05-14,Done,Story
315,4.83,Team B,2020-02-25,KEY-1284,2020-05-18 15:23:26.721638,2.0,2020-02-25,Open,Task
316,2.98,Team B,2020-02-25,KEY-1284,2020-05-18 15:23:26.721638,2.0,2020-02-25,In Development,Task
317,0.14,Team B,2020-02-25,KEY-1284,2020-05-18 15:23:26.721638,2.0,2020-02-25,Code Review,Task
318,0.02,Team B,2020-02-25,KEY-1284,2020-05-18 15:23:26.721638,2.0,2020-02-25,Ready to Test,Task
319,0.04,Team B,2020-02-25,KEY-1284,2020-05-18 15:23:26.721638,2.0,2020-02-25,In Testing,Task
320,4.09,Team B,2020-02-25,KEY-1284,2020-05-18 15:23:26.721638,2.0,2020-02-25,Ready For Signoff,Task
321,0.0,Team B,2020-02-25,KEY-1284,2020-05-18 15:23:26.721638,2.0,2020-02-25,Done,Task
322,0.38,Team B,2020-04-16,KEY-1282,2020-05-18 15:23:26.721638,3.0,2020-04-16,Open,Task
323,42.839999999999996,Team B,2020-04-16,KEY-1282,2020-05-18 15:23:26.721638,3.0,2020-04-16,Ready for Development,Task
324,6.55,Team B,2020-04-16,KEY-1282,2020-05-18 15:23:26.721638,3.0,2020-04-16,In Development,Task
325,0.16,Team B,2020-04-16,KEY-1282,2020-05-18 15:23:26.721638,3.0,2020-04-16,Code Review,Task
326,2.87,Team B,2020-04-16,KEY-1282,2020-05-18 15:23:26.721638,3.0,2020-04-16,Merged,Task
327,1.0,Team B,2020-04-16,KEY-1282,2020-05-18 15:23:26.721638,3.0,2020-04-16,Ready to Test,Task
328,7.01,Team B,2020-04-16,KEY-1282,2020-05-18 15:23:26.721638,3.0,2020-04-16,Ready For Signoff,Task
329,2.08,Team B,2020-04-16,KEY-1282,2020-05-18 15:23:26.721638,3.0,2020-04-16,In Testing,Task
330,0.0,Team B,2020-04-16,KEY-1282,2020-05-18 15:23:26.721638,3.0,2020-04-16,Done,Task
331,3.91,Team B,2020-02-25,KEY-1281,2020-05-18 15:23:26.721638,1.0,2020-02-25,Open,Task
332,0.01,Team B,2020-02-25,KEY-1281,2020-05-18 15:23:26.721638,1.0,2020-02-25,In Refinement,Task
333,0.92,Team B,2020-02-25,KEY-1281,2020-05-18 15:23:26.721638,1.0,2020-02-25,In Development,Task
334,1.02,Team B,2020-02-25,KEY-1281,2020-05-18 15:23:26.721638,1.0,2020-02-25,Code Review,Task
335,0.0,Team B,2020-02-25,KEY-1281,2020-05-18 15:23:26.721638,1.0,2020-02-25,Merged,Task
336,1.22,Team B,2020-02-25,KEY-1281,2020-05-18 15:23:26.721638,1.0,2020-02-25,Ready to Test,Task
337,0.07,Team B,2020-02-25,KEY-1281,2020-05-18 15:23:26.721638,1.0,2020-02-25,In Testing,Task
338,4.88,Team B,2020-02-25,KEY-1281,2020-05-18 15:23:26.721638,1.0,2020-02-25,Ready For Signoff,Task
339,0.0,Team B,2020-02-25,KEY-1281,2020-05-18 15:23:26.721638,1.0,2020-02-25,Done,Task
340,0.86,Team B,2020-03-04,KEY-1280,2020-05-18 15:23:26.721638,5.0,2020-03-04,Open,Task
341,0.05,Team B,2020-03-04,KEY-1280,2020-05-18 15:23:26.721638,5.0,2020-03-04,In Refinement,Task
342,17.99,Team B,2020-03-04,KEY-1280,2020-05-18 15:23:26.721638,5.0,2020-03-04,In Development,Task
343,0.0,Team B,2020-03-04,KEY-1280,2020-05-18 15:23:26.721638,5.0,2020-03-04,Code Review,Task
344,1.24,Team B,2020-03-04,KEY-1280,2020-05-18 15:23:26.721638,5.0,2020-03-04,Ready For Signoff,Task
345,0.0,Team B,2020-03-04,KEY-1280,2020-05-18 15:23:26.721638,5.0,2020-03-04,Done,Task
346,0.02,Team C,2020-02-27,KEY-1277,2020-05-18 15:23:26.721638,2.0,2020-02-27,Open,Task
347,0.93,Team C,2020-02-27,KEY-1277,2020-05-18 15:23:26.721638,2.0,2020-02-27,Ready for Development,Task
348,10.03,Team C,2020-02-27,KEY-1277,2020-05-18 15:23:26.721638,2.0,2020-02-27,In Development,Task
349,2.95,Team C,2020-02-27,KEY-1277,2020-05-18 15:23:26.721638,2.0,2020-02-27,Code Review,Task
350,0.0,Team C,2020-02-27,KEY-1277,2020-05-18 15:23:26.721638,2.0,2020-02-27,Done,Task
351,0.03,Team A,2020-02-12,KEY-1275,2020-05-18 15:23:26.721638,1.0,2020-02-12,Open,Ops Task
352,0.16,Team A,2020-02-12,KEY-1275,2020-05-18 15:23:26.721638,1.0,2020-02-12,In Development,Ops Task
353,0.68,Team A,2020-02-12,KEY-1275,2020-05-18 15:23:26.721638,1.0,2020-02-12,Code Review,Ops Task
354,0.3,Team A,2020-02-12,KEY-1275,2020-05-18 15:23:26.721638,1.0,2020-02-12,Ready For Signoff,Ops Task
355,0.0,Team A,2020-02-12,KEY-1275,2020-05-18 15:23:26.721638,1.0,2020-02-12,Done,Ops Task
356,0.96,Team B,2020-04-08,KEY-1272,2020-05-18 15:23:26.721638,2.0,2020-04-08,Open,Story
357,6.9,Team B,2020-04-08,KEY-1272,2020-05-18 15:23:26.721638,2.0,2020-04-08,In Refinement,Story
358,42.04,Team B,2020-04-08,KEY-1272,2020-05-18 15:23:26.721638,2.0,2020-04-08,Ready for Development,Story
359,2.95,Team B,2020-04-08,KEY-1272,2020-05-18 15:23:26.721638,2.0,2020-04-08,In Development,Story
360,0.05,Team B,2020-04-08,KEY-1272,2020-05-18 15:23:26.721638,2.0,2020-04-08,Code Review,Story
361,2.75,Team B,2020-04-08,KEY-1272,2020-05-18 15:23:26.721638,2.0,2020-04-08,Merged,Story
362,1.04,Team B,2020-04-08,KEY-1272,2020-05-18 15:23:26.721638,2.0,2020-04-08,In Testing,Story
363,0.25,Team B,2020-04-08,KEY-1272,2020-05-18 15:23:26.721638,2.0,2020-04-08,Ready to Test,Story
364,0.97,Team B,2020-04-08,KEY-1272,2020-05-18 15:23:26.721638,2.0,2020-04-08,Ready For Signoff,Story
365,0.0,Team B,2020-04-08,KEY-1272,2020-05-18 15:23:26.721638,2.0,2020-04-08,Done,Story
366,12.04,Team C,2020-04-16,KEY-1270,2020-05-18 15:23:26.721638,,2020-04-16,Open,Story
367,46.92,Team C,2020-04-16,KEY-1270,2020-05-18 15:23:26.721638,,2020-04-16,In Analysis,Story
368,9.95,Team C,2020-04-16,KEY-1270,2020-05-18 15:23:26.721638,,2020-04-16,In Refinement,Story
369,0.0,Team C,2020-04-16,KEY-1270,2020-05-18 15:23:26.721638,,2020-04-16,Withdrawn,Story
370,6.04,Team B,2020-04-23,KEY-1268,2020-05-18 15:23:26.721638,5.0,2020-04-23,Open,Story
371,24.53,Team B,2020-04-23,KEY-1268,2020-05-18 15:23:26.721638,5.0,2020-04-23,In Refinement,Story
372,1.11,Team B,2020-04-23,KEY-1268,2020-05-18 15:23:26.721638,5.0,2020-04-23,Awaiting clarification,Story
373,5.24,Team B,2020-04-23,KEY-1268,2020-05-18 15:23:26.721638,5.0,2020-04-23,Ready for Development,Story
374,10.86,Team B,2020-04-23,KEY-1268,2020-05-18 15:23:26.721638,5.0,2020-04-23,In Development,Story
375,0.06,Team B,2020-04-23,KEY-1268,2020-05-18 15:23:26.721638,5.0,2020-04-23,Code Review,Story
376,0.04,Team B,2020-04-23,KEY-1268,2020-05-18 15:23:26.721638,5.0,2020-04-23,Merged,Story
377,0.07,Team B,2020-04-23,KEY-1268,2020-05-18 15:23:26.721638,5.0,2020-04-23,Ready to Test,Story
378,8.9,Team B,2020-04-23,KEY-1268,2020-05-18 15:23:26.721638,5.0,2020-04-23,In Testing,Story
379,21.13,Team B,2020-04-23,KEY-1268,2020-05-18 15:23:26.721638,5.0,2020-04-23,Ready For Signoff,Story
380,0.0,Team B,2020-04-23,KEY-1268,2020-05-18 15:23:26.721638,5.0,2020-04-23,Done,Story
381,0.01,Team B,2020-02-26,KEY-1266,2020-05-18 15:23:26.721638,2.0,2020-02-26,Open,Task
382,11.97,Team B,2020-02-26,KEY-1266,2020-05-18 15:23:26.721638,2.0,2020-02-26,Code Review,Task
383,1.86,Team B,2020-02-26,KEY-1266,2020-05-18 15:23:26.721638,2.0,2020-02-26,In Testing,Task
384,7.09,Team B,2020-02-26,KEY-1266,2020-05-18 15:23:26.721638,2.0,2020-02-26,Ready For Signoff,Task
385,0.0,Team B,2020-02-26,KEY-1266,2020-05-18 15:23:26.721638,2.0,2020-02-26,Done,Task
386,0.01,Team B,2020-04-23,KEY-1263,2020-05-18 15:23:26.721638,1.0,2020-04-23,Open,Story
387,32.07,Team B,2020-04-23,KEY-1263,2020-05-18 15:23:26.721638,1.0,2020-04-23,In Analysis,Story
388,5.74,Team B,2020-04-23,KEY-1263,2020-05-18 15:23:26.721638,1.0,2020-04-23,Awaiting clarification,Story
389,7.12,Team B,2020-04-23,KEY-1263,2020-05-18 15:23:26.721638,1.0,2020-04-23,In Refinement,Story
390,27.06,Team B,2020-04-23,KEY-1263,2020-05-18 15:23:26.721638,1.0,2020-04-23,Ready for Development,Story
391,1.69,Team B,2020-04-23,KEY-1263,2020-05-18 15:23:26.721638,1.0,2020-04-23,In Development,Story
392,0.0,Team B,2020-04-23,KEY-1263,2020-05-18 15:23:26.721638,1.0,2020-04-23,Merged,Story
393,0.02,Team B,2020-04-23,KEY-1263,2020-05-18 15:23:26.721638,1.0,2020-04-23,Ready to Test,Story
394,6.33,Team B,2020-04-23,KEY-1263,2020-05-18 15:23:26.721638,1.0,2020-04-23,Ready For Signoff,Story
395,0.0,Team B,2020-04-23,KEY-1263,2020-05-18 15:23:26.721638,1.0,2020-04-23,Done,Story
396,0.0,Team B,2020-04-22,KEY-1262,2020-05-18 15:23:26.721638,1.0,2020-04-22,Open,Story
397,32.09,Team B,2020-04-22,KEY-1262,2020-05-18 15:23:26.721638,1.0,2020-04-22,In Analysis,Story
398,2.95,Team B,2020-04-22,KEY-1262,2020-05-18 15:23:26.721638,1.0,2020-04-22,Awaiting clarification,Story
399,0.92,Team B,2020-04-22,KEY-1262,2020-05-18 15:23:26.721638,1.0,2020-04-22,In Refinement,Story
400,37.71,Team B,2020-04-22,KEY-1262,2020-05-18 15:23:26.721638,1.0,2020-04-22,Ready for Development,Story
401,3.09,Team B,2020-04-22,KEY-1262,2020-05-18 15:23:26.721638,1.0,2020-04-22,In Development,Story
402,2.06,Team B,2020-04-22,KEY-1262,2020-05-18 15:23:26.721638,1.0,2020-04-22,Ready For Signoff,Story
403,0.0,Team B,2020-04-22,KEY-1262,2020-05-18 15:23:26.721638,1.0,2020-04-22,Done,Story
404,0.0,,2020-03-12,KEY-1261,2020-05-18 15:23:26.721638,,2020-03-12,Open,Story
405,37.85,,2020-03-12,KEY-1261,2020-05-18 15:23:26.721638,,2020-03-12,In Analysis,Story
406,0.0,,2020-03-12,KEY-1261,2020-05-18 15:23:26.721638,,2020-03-12,Withdrawn,Story
407,0.0,Team B,2020-04-23,KEY-1260,2020-05-18 15:23:26.721638,3.0,2020-04-23,Open,Story
408,43.95,Team B,2020-04-23,KEY-1260,2020-05-18 15:23:26.721638,3.0,2020-04-23,In Analysis,Story
409,1.14,Team B,2020-04-23,KEY-1260,2020-05-18 15:23:26.721638,3.0,2020-04-23,Awaiting clarification,Story
410,4.86,Team B,2020-04-23,KEY-1260,2020-05-18 15:23:26.721638,3.0,2020-04-23,In Refinement,Story
411,16.81,Team B,2020-04-23,KEY-1260,2020-05-18 15:23:26.721638,3.0,2020-04-23,Ready for Development,Story
412,5.27,Team B,2020-04-23,KEY-1260,2020-05-18 15:23:26.721638,3.0,2020-04-23,In Development,Story
413,0.73,Team B,2020-04-23,KEY-1260,2020-05-18 15:23:26.721638,3.0,2020-04-23,Code Review,Story
414,0.01,Team B,2020-04-23,KEY-1260,2020-05-18 15:23:26.721638,3.0,2020-04-23,Merged,Story
415,0.1,Team B,2020-04-23,KEY-1260,2020-05-18 15:23:26.721638,3.0,2020-04-23,Ready to Test,Story
416,7.16,Team B,2020-04-23,KEY-1260,2020-05-18 15:23:26.721638,3.0,2020-04-23,Ready For Signoff,Story
417,0.0,Team B,2020-04-23,KEY-1260,2020-05-18 15:23:26.721638,3.0,2020-04-23,Done,Story
418,0.0,Team C,2020-04-07,KEY-1259,2020-05-18 15:23:26.721638,1.0,2020-04-07,Open,Story
419,27.98,Team C,2020-04-07,KEY-1259,2020-05-18 15:23:26.721638,1.0,2020-04-07,In Analysis,Story
420,0.19,Team C,2020-04-07,KEY-1259,2020-05-18 15:23:26.721638,1.0,2020-04-07,Awaiting clarification,Story
421,13.94,Team C,2020-04-07,KEY-1259,2020-05-18 15:23:26.721638,1.0,2020-04-07,In Refinement,Story
422,13.69,Team C,2020-04-07,KEY-1259,2020-05-18 15:23:26.721638,1.0,2020-04-07,Ready for Development,Story
423,0.19,Team C,2020-04-07,KEY-1259,2020-05-18 15:23:26.721638,1.0,2020-04-07,In Testing,Story
424,8.07,Team C,2020-04-07,KEY-1259,2020-05-18 15:23:26.721638,1.0,2020-04-07,Ready For Signoff,Story
425,0.0,Team C,2020-04-07,KEY-1259,2020-05-18 15:23:26.721638,1.0,2020-04-07,Done,Story
426,0.01,Team C,2020-03-11,KEY-1258,2020-05-18 15:23:26.721638,0.5,2020-03-11,Open,Story
427,27.99,Team C,2020-03-11,KEY-1258,2020-05-18 15:23:26.721638,0.5,2020-03-11,In Analysis,Story
428,6.93,Team C,2020-03-11,KEY-1258,2020-05-18 15:23:26.721638,0.5,2020-03-11,Awaiting clarification,Story
429,0.24,Team C,2020-03-11,KEY-1258,2020-05-18 15:23:26.721638,0.5,2020-03-11,In Refinement,Story
430,0.98,Team C,2020-03-11,KEY-1258,2020-05-18 15:23:26.721638,0.5,2020-03-11,Ready for Development,Story
431,1.0,Team C,2020-03-11,KEY-1258,2020-05-18 15:23:26.721638,0.5,2020-03-11,Ready For Signoff,Story
432,0.0,Team C,2020-03-11,KEY-1258,2020-05-18 15:23:26.721638,0.5,2020-03-11,Done,Story
433,18.04,Team B,2020-02-21,KEY-1256,2020-05-18 15:23:26.721638,,2020-02-21,Open,Task
434,0.0,Team B,2020-02-21,KEY-1256,2020-05-18 15:23:26.721638,,2020-02-21,Withdrawn,Task
435,3.18,Team B,2020-03-11,KEY-1255,2020-05-18 15:23:26.721638,3.0,2020-03-11,Open,Task
436,25.85,Team B,2020-03-11,KEY-1255,2020-05-18 15:23:26.721638,3.0,2020-03-11,Ready for Development,Task
437,6.21,Team B,2020-03-11,KEY-1255,2020-05-18 15:23:26.721638,3.0,2020-03-11,In Development,Task
438,1.78,Team B,2020-03-11,KEY-1255,2020-05-18 15:23:26.721638,3.0,2020-03-11,Code Review,Task
439,0.28,Team B,2020-03-11,KEY-1255,2020-05-18 15:23:26.721638,3.0,2020-03-11,Ready For Signoff,Task
440,0.0,Team B,2020-03-11,KEY-1255,2020-05-18 15:23:26.721638,3.0,2020-03-11,Done,Task
441,3.18,Team B,2020-02-26,KEY-1254,2020-05-18 15:23:26.721638,3.0,2020-02-26,Open,Task
442,7.11,Team B,2020-02-26,KEY-1254,2020-05-18 15:23:26.721638,3.0,2020-02-26,Ready for Development,Task
443,10.950000000000001,Team B,2020-02-26,KEY-1254,2020-05-18 15:23:26.721638,3.0,2020-02-26,In Development,Task
444,2.12,Team B,2020-02-26,KEY-1254,2020-05-18 15:23:26.721638,3.0,2020-02-26,Ready For Signoff,Task
445,0.0,Team B,2020-02-26,KEY-1254,2020-05-18 15:23:26.721638,3.0,2020-02-26,Done,Task
446,54.83,Team A,2020-04-08,KEY-1252,2020-05-18 15:23:26.721638,3.0,2020-04-08,Open,Ops Task
447,0.17,Team A,2020-04-08,KEY-1252,2020-05-18 15:23:26.721638,3.0,2020-04-08,In Refinement,Ops Task
448,0.86,Team A,2020-04-08,KEY-1252,2020-05-18 15:23:26.721638,3.0,2020-04-08,Ready for Development,Ops Task
449,10.07,Team A,2020-04-08,KEY-1252,2020-05-18 15:23:26.721638,3.0,2020-04-08,In Development,Ops Task
450,1.82,Team A,2020-04-08,KEY-1252,2020-05-18 15:23:26.721638,3.0,2020-04-08,Code Review,Ops Task
451,0.05,Team A,2020-04-08,KEY-1252,2020-05-18 15:23:26.721638,3.0,2020-04-08,Ready For Signoff,Ops Task
452,0.0,Team A,2020-04-08,KEY-1252,2020-05-18 15:23:26.721638,3.0,2020-04-08,Done,Ops Task
453,33.98,Team A,2020-03-25,KEY-1250,2020-05-18 15:23:26.721638,3.0,2020-03-25,Open,Ops Task
454,6.93,Team A,2020-03-25,KEY-1250,2020-05-18 15:23:26.721638,3.0,2020-03-25,In Refinement,Ops Task
455,5.07,Team A,2020-03-25,KEY-1250,2020-05-18 15:23:26.721638,3.0,2020-03-25,Ready for Development,Ops Task
456,3.13,Team A,2020-03-25,KEY-1250,2020-05-18 15:23:26.721638,3.0,2020-03-25,In Development,Ops Task
457,4.72,Team A,2020-03-25,KEY-1250,2020-05-18 15:23:26.721638,3.0,2020-03-25,Code Review,Ops Task
458,0.14,Team A,2020-03-25,KEY-1250,2020-05-18 15:23:26.721638,3.0,2020-03-25,Ready For Signoff,Ops Task
459,0.0,Team A,2020-03-25,KEY-1250,2020-05-18 15:23:26.721638,3.0,2020-03-25,Done,Ops Task
460,6.08,Team C,2020-04-16,KEY-1249,2020-05-18 15:23:26.721638,2.0,2020-04-16,Open,Story
461,0.05,Team C,2020-04-16,KEY-1249,2020-05-18 15:23:26.721638,2.0,2020-04-16,Awaiting clarification,Story
462,0.0,Team C,2020-04-16,KEY-1249,2020-05-18 15:23:26.721638,2.0,2020-04-16,In Refinement,Story
463,69.75,Team C,2020-04-16,KEY-1249,2020-05-18 15:23:26.721638,2.0,2020-04-16,Ready for Development,Story
464,0.0,Team C,2020-04-16,KEY-1249,2020-05-18 15:23:26.721638,2.0,2020-04-16,Withdrawn,Story
